Category,City,Country,Customer ID,Customer Name,Market,Order Date,Order ID,Order Priority,Postal Code,Product ID,Product Name,Region,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Profit,Quantity,Sales,Shipping Cost
Furniture,Milpa Alta,Mexico,BM-1178582,Bryan Mills,LATAM,12/3/2014,MX-2014-BM1178582-41976,High,,FUR-FU-3067,"Advantus Stacking Tray, Erganomic",Central America,Consumer,12/4/2014,First Class,Distrito Federal,Furnishings,0.4,2.76,6,56.16,1.884
Furniture,Managua,Nicaragua,MC-1760593,Matt Connell,LATAM,12/2/2014,MX-2014-MC1760593-41975,Medium,,FUR-CH-5806,"SAFCO Swivel Stool, Black",Central America,Corporate,12/4/2014,Second Class,Managua,Chairs,0,0,1,110.34,1.074
Furniture,Morelia,Mexico,AA-1037582,Allen Armold,LATAM,12/3/2014,US-2014-AA1037582-41976,High,,FUR-FU-5730,"Rubbermaid Frame, Erganomic",Central America,Consumer,12/3/2014,Same Day,Michoacán,Furnishings,0.4,-179.488,8,347.232,60.721
Furniture,Villahermosa,Mexico,CS-1186082,Cari Schnelling,LATAM,12/3/2014,MX-2014-CS1186082-41976,Medium,,FUR-BO-3897,"Dania Floating Shelf Set, Metal",Central America,Consumer,12/3/2014,Same Day,Tabasco,Bookcases,0.2,94.528,4,360.128,40.29
Furniture,Holguín,Cuba,EH-1418531,Evan Henry,LATAM,11/28/2014,MX-2014-EH1418531-41971,High,,FUR-BO-3618,"Bush 3-Shelf Cabinet, Traditional",Caribbean,Consumer,12/3/2014,Standard Class,Holguín,Bookcases,0,8.58,3,286.74,31.584
Office Supplies,Villahermosa,Mexico,PO-1919582,Phillina Ober,LATAM,11/29/2014,MX-2014-PO1919582-41972,High,,OFF-SU-4129,"Elite Scissors, Serrated",Central America,Home Office,12/3/2014,Standard Class,Tabasco,Supplies,0,16.4,4,51.28,6.95
Office Supplies,Santo Domingo,Dominican Republic,CS-1249036,Cindy Schnelling,LATAM,11/27/2014,US-2014-CS1249036-41970,Medium,,OFF-LA-4552,"Harbour Creations Shipping Labels, 5000 Label Set",Caribbean,Corporate,12/3/2014,Standard Class,Santo Domingo,Labels,0.2,-4.32,9,56.88,3.232
Office Supplies,La Plata,Argentina,RH-195105,Rick Huthwaite,LATAM,11/27/2014,US-2014-RH195105-41970,Medium,,OFF-ST-6231,"Tenex Box, Wire Frame",South America,Home Office,12/3/2014,Standard Class,Provincia de Buenos Aires,Storage,0.4,-8.136,3,18.684,1.875
Office Supplies,Escuintla,Guatemala,RB-1979551,Ross Baird,LATAM,11/30/2014,MX-2014-RB1979551-41973,High,,OFF-BI-6404,"Wilson Jones Index Tab, Economy",Central America,Home Office,12/3/2014,Second Class,Escuintla,Binders,0,1.72,2,8.6,1.523
Furniture,Morelia,Mexico,AA-1037582,Allen Armold,LATAM,12/3/2014,US-2014-AA1037582-41976,High,,FUR-FU-3049,"Advantus Photo Frame, Durable",Central America,Consumer,12/3/2014,Same Day,Michoacán,Furnishings,0.4,-11.336,1,20.004,1.391
Office Supplies,Santo Domingo,Dominican Republic,CS-1249036,Cindy Schnelling,LATAM,11/27/2014,US-2014-CS1249036-41970,Medium,,OFF-LA-6056,"Smead Round Labels, Laser Printer Compatible",Caribbean,Corporate,12/3/2014,Standard Class,Santo Domingo,Labels,0.2,-0.28,1,3.68,1.307
Technology,Valles,Mexico,RB-1933082,Randy Bradley,LATAM,11/28/2014,MX-2014-RB1933082-41971,Medium,,TEC-CO-3678,"Canon Copy Machine, Color",Central America,Consumer,12/2/2014,Standard Class,San Luis Potosí,Copiers,0.002,375.9428,5,876.8428,65.874
Office Supplies,San Luis Potosí,Mexico,ES-1408082,Erin Smith,LATAM,11/27/2014,MX-2014-ES1408082-41970,High,,OFF-PA-4000,"Eaton Message Books, Premium",Central America,Corporate,12/2/2014,Standard Class,San Luis Potosí,Paper,0,11.52,3,41.16,4.456
Office Supplies,San Luis Potosí,Mexico,ES-1408082,Erin Smith,LATAM,11/27/2014,MX-2014-ES1408082-41970,High,,OFF-PA-4001,"Eaton Message Books, Recycled",Central America,Corporate,12/2/2014,Standard Class,San Luis Potosí,Paper,0,21.1,5,68.3,3.578
Office Supplies,San Luis Potosí,Mexico,ES-1408082,Erin Smith,LATAM,11/27/2014,MX-2014-ES1408082-41970,High,,OFF-BI-4809,"Ibico Binder Covers, Economy",Central America,Corporate,12/2/2014,Standard Class,San Luis Potosí,Binders,0,11.46,3,27.3,2.675
Office Supplies,Cholula,Mexico,PB-1915082,Philip Brown,LATAM,11/30/2014,MX-2014-PB1915082-41973,High,,OFF-EN-4908,"Jiffy Clasp Envelope, Set of 50",Central America,Consumer,12/2/2014,Second Class,Puebla,Envelopes,0,2.26,1,5.68,1.627
Office Supplies,San Luis Potosí,Mexico,ES-1408082,Erin Smith,LATAM,11/27/2014,MX-2014-ES1408082-41970,High,,OFF-LA-3262,"Avery Color Coded Labels, Alphabetical",Central America,Corporate,12/2/2014,Standard Class,San Luis Potosí,Labels,0,2.08,2,17.48,1.559
Office Supplies,Bezerros,Brazil,PB-1915018,Philip Brown,LATAM,11/30/2014,US-2014-PB1915018-41973,High,,OFF-EN-4908,"Jiffy Clasp Envelope, Set of 50",South America,Consumer,12/2/2014,Second Class,Pernambuco,Envelopes,0.6,-1.148,1,2.272,1.36
Technology,Lins,Brazil,AG-1067518,Anna Gayman,LATAM,11/26/2014,MX-2014-AG1067518-41969,Medium,,TEC-PH-3790,"Cisco Headset, Cordless",South America,Consumer,12/1/2014,Standard Class,São Paulo,Phones,0,36.5,5,304.3,24.148
Office Supplies,Maracaibo,Venezuela,LB-16735143,Larry Blacks,LATAM,11/26/2014,US-2014-LB16735143-41969,Medium,,OFF-ST-6060,"Smead Shelving, Wire Frame",South America,Consumer,12/1/2014,Second Class,Zulia,Storage,0.4,-123.2,11,211.2,18.229
Office Supplies,Lins,Brazil,AG-1067518,Anna Gayman,LATAM,11/26/2014,MX-2014-AG1067518-41969,Medium,,OFF-SU-4978,"Kleencut Letter Opener, Easy Grip",South America,Consumer,12/1/2014,Standard Class,São Paulo,Supplies,0,19.84,4,76.48,5.405
Office Supplies,Lins,Brazil,AG-1067518,Anna Gayman,LATAM,11/26/2014,MX-2014-AG1067518-41969,Medium,,OFF-BI-4809,"Ibico Binder Covers, Economy",South America,Consumer,12/1/2014,Standard Class,São Paulo,Binders,0,19.1,5,45.5,3.152
Office Supplies,São Paulo,Brazil,AH-1058518,Angele Hood,LATAM,11/28/2014,MX-2014-AH1058518-41971,Medium,,OFF-ST-4061,"Eldon Folders, Industrial",South America,Consumer,12/1/2014,Second Class,São Paulo,Storage,0,15.36,6,69.84,2.475
Furniture,Lins,Brazil,AG-1067518,Anna Gayman,LATAM,11/26/2014,MX-2014-AG1067518-41969,Medium,,FUR-CH-5369,"Novimex Bag Chairs, Set of Two",South America,Consumer,12/1/2014,Standard Class,São Paulo,Chairs,0,8.32,2,64.28,2.24
Furniture,Santo Domingo,Dominican Republic,BP-1109536,Bart Pistole,LATAM,11/25/2014,MX-2014-BP1109536-41968,High,,FUR-CH-5450,"Office Star Steel Folding Chair, Adjustable",Caribbean,Corporate,11/30/2014,Standard Class,Santo Domingo,Chairs,0.2,0,7,351.68,63.647
Furniture,Camagüey,Cuba,LP-1708031,Liz Pelletier,LATAM,11/28/2014,MX-2014-LP1708031-41971,Medium,,FUR-FU-6254,"Tenex Frame, Duo Pack",Caribbean,Consumer,11/30/2014,Second Class,Camagüey,Furnishings,0,77,7,513.52,58.624
Technology,San Salvador,El Salvador,CM-1223539,Chris McAfee,LATAM,11/24/2014,MX-2014-CM1223539-41967,Medium,,TEC-CO-3610,"Brother Wireless Fax, High-Speed",Central America,Consumer,11/30/2014,Standard Class,San Salvador,Copiers,0.002,89.47464,2,501.67464,45.93
Furniture,Santo Domingo,Dominican Republic,OT-1873036,Olvera Toch,LATAM,11/27/2014,MX-2014-OT1873036-41970,Medium,,FUR-BO-5780,"Safco Floating Shelf Set, Traditional",Caribbean,Consumer,11/30/2014,First Class,Santo Domingo,Bookcases,0.4,31.424,4,314.784,34.103
Furniture,Tijuana,Mexico,JJ-1544582,Jennifer Jackson,LATAM,11/26/2014,MX-2014-JJ1544582-41969,Medium,,FUR-CH-5413,"Novimex Swivel Stool, Red",Central America,Consumer,11/30/2014,Second Class,Baja California,Chairs,0.2,70.128,4,350.848,28.765
Office Supplies,Celaya,Mexico,JJ-1576082,Joel Jenkins,LATAM,11/26/2014,MX-2014-JJ1576082-41969,Medium,,OFF-ST-6033,"Smead File Cart, Single Width",Central America,Home Office,11/30/2014,Standard Class,Guanajuato,Storage,0,97.92,3,257.76,24.13
Office Supplies,Tijuana,Mexico,JJ-1544582,Jennifer Jackson,LATAM,11/26/2014,MX-2014-JJ1544582-41969,Medium,,OFF-SU-6176,"Stiletto Shears, Easy Grip",Central America,Consumer,11/30/2014,Second Class,Baja California,Supplies,0,36.4,5,165.7,20.153
Technology,Tegucigalpa,Honduras,PO-1918055,Philisse Overcash,LATAM,11/26/2014,US-2014-PO1918055-41969,Medium,,TEC-CO-3591,"Brother Fax and Copier, Color",Central America,Home Office,11/30/2014,Second Class,Francisco Morazán,Copiers,0.402,-174.9262,5,384.5738,14.496
Furniture,Arraiján,Panama,RB-1964598,Robert Barroso,LATAM,11/26/2014,US-2014-RB1964598-41969,Medium,,FUR-BO-5748,"Safco 3-Shelf Cabinet, Traditional",Central America,Corporate,11/30/2014,Second Class,Panama,Bookcases,0.4,-70.932,3,202.608,12.503
Furniture,Limeira,Brazil,TH-2110018,Thea Hendricks,LATAM,11/25/2014,MX-2014-TH2110018-41968,Medium,,FUR-CH-4544,"Harbour Creations Rocking Chair, Adjustable",South America,Consumer,11/30/2014,Standard Class,São Paulo,Chairs,0,71.76,2,199.44,11.115
Technology,Managua,Nicaragua,MD-1786093,Michael Dominguez,LATAM,11/26/2014,MX-2014-MD1786093-41969,High,,TEC-AC-3389,"Belkin Memory Card, Erganomic",Central America,Corporate,11/30/2014,Standard Class,Managua,Accessories,0,58.56,3,225.24,9.282
Office Supplies,Mixco,Guatemala,KH-1636051,Katherine Hughes,LATAM,11/28/2014,MX-2014-KH1636051-41971,Critical,,OFF-PA-6600,"Xerox Cards & Envelopes, 8.5 x 11",Central America,Consumer,11/30/2014,First Class,Guatemala,Paper,0,23.56,2,65.48,8.433
Office Supplies,Limeira,Brazil,TH-2110018,Thea Hendricks,LATAM,11/25/2014,MX-2014-TH2110018-41968,Medium,,OFF-EN-4909,"Jiffy Clasp Envelope, with clear poly window",South America,Consumer,11/30/2014,Standard Class,São Paulo,Envelopes,0,17.6,5,40.2,3.413
Office Supplies,Tegucigalpa,Honduras,JE-1574555,Joel Eaton,LATAM,11/28/2014,US-2014-JE1574555-41971,High,,OFF-EN-3089,"Ames Business Envelopes, Security-Tint",Central America,Consumer,11/30/2014,Second Class,Francisco Morazán,Envelopes,0.4,-10.872,3,17.568,3.072
Office Supplies,Managua,Nicaragua,MD-1786093,Michael Dominguez,LATAM,11/26/2014,MX-2014-MD1786093-41969,High,,OFF-FA-2956,"Accos Staples, Assorted Sizes",Central America,Corporate,11/30/2014,Standard Class,Managua,Fasteners,0,7.2,3,16.8,2.741
Office Supplies,Panama City,Panama,LD-1700598,Lisa DeCherney,LATAM,11/25/2014,US-2014-LD1700598-41968,Medium,,OFF-BI-3721,"Cardinal Binder, Durable",Central America,Consumer,11/30/2014,Standard Class,Panama,Binders,0.4,-11.472,4,24.528,2.724
Office Supplies,Sonsonate,El Salvador,SH-2063539,Stefanie Holloman,LATAM,11/25/2014,MX-2014-SH2063539-41968,Medium,,OFF-BI-6385,"Wilson Jones Binding Machine, Recycled",Central America,Corporate,11/30/2014,Standard Class,Sonsonate,Binders,0,2.3,1,32.88,2.213
Office Supplies,Managua,Nicaragua,MD-1786093,Michael Dominguez,LATAM,11/26/2014,MX-2014-MD1786093-41969,High,,OFF-BI-3737,"Cardinal Index Tab, Clear",Central America,Corporate,11/30/2014,Standard Class,Managua,Binders,0,4.44,2,9.68,1.978
Office Supplies,Camagüey,Cuba,LP-1708031,Liz Pelletier,LATAM,11/28/2014,MX-2014-LP1708031-41971,Medium,,OFF-FA-6191,"Stockwell Paper Clips, Metal",Caribbean,Consumer,11/30/2014,Second Class,Camagüey,Fasteners,0,0.4,5,44.4,1.858
Office Supplies,Panama City,Panama,LD-1700598,Lisa DeCherney,LATAM,11/25/2014,US-2014-LD1700598-41968,Medium,,OFF-ST-4293,"Fellowes Trays, Blue",Central America,Consumer,11/30/2014,Standard Class,Panama,Storage,0.4,-26.808,2,45.912,1.733
Technology,Sonsonate,El Salvador,SH-2063539,Stefanie Holloman,LATAM,11/25/2014,MX-2014-SH2063539-41968,Medium,,TEC-AC-5123,"Logitech Memory Card, Programmable",Central America,Corporate,11/30/2014,Standard Class,Sonsonate,Accessories,0,6.28,1,69.92,1.716
Office Supplies,Tegucigalpa,Honduras,PO-1918055,Philisse Overcash,LATAM,11/26/2014,US-2014-PO1918055-41969,Medium,,OFF-EN-3091,"Ames Clasp Envelope, Recycled",Central America,Home Office,11/30/2014,Second Class,Francisco Morazán,Envelopes,0.4,-5,5,12,1.184
Furniture,Tijuana,Mexico,JJ-1544582,Jennifer Jackson,LATAM,11/26/2014,MX-2014-JJ1544582-41969,Medium,,FUR-CH-5802,"SAFCO Steel Folding Chair, Red",Central America,Consumer,11/30/2014,Second Class,Baja California,Chairs,0.2,15.984,2,91.424,1.153
Office Supplies,Zapopan,Mexico,PJ-1883582,Patrick Jones,LATAM,11/27/2014,MX-2014-PJ1883582-41970,Critical,,OFF-ST-4285,"Fellowes Shelving, Wire Frame",Central America,Corporate,11/29/2014,Second Class,Jalisco,Storage,0,75.84,4,151.76,57
Office Supplies,Zapopan,Mexico,PJ-1883582,Patrick Jones,LATAM,11/27/2014,MX-2014-PJ1883582-41970,Critical,,OFF-AR-3482,"Binney & Smith Highlighters, Easy-Erase",Central America,Corporate,11/29/2014,Second Class,Jalisco,Art,0,9.06,3,33.72,10.736
Furniture,Delgado,El Salvador,BF-1108039,Bart Folk,LATAM,11/23/2014,MX-2014-BF1108039-41966,Medium,,FUR-FU-3025,"Advantus Clock, Durable",Central America,Consumer,11/29/2014,Standard Class,San Salvador,Furnishings,0,19.32,3,96.84,7.167
Furniture,Saltillo,Mexico,EG-1390082,Emily Grady,LATAM,11/23/2014,US-2014-EG1390082-41966,Low,,FUR-CH-4519,"Harbour Creations Bag Chairs, Black",Central America,Consumer,11/29/2014,Standard Class,Coahuila,Chairs,0.2,-0.036000000,3,94.704,4.56
Office Supplies,São Paulo,Brazil,PF-1922518,Phillip Flathmann,LATAM,11/23/2014,MX-2014-PF1922518-41966,Medium,,OFF-EN-5034,"Kraft Mailers, Security-Tint",South America,Consumer,11/29/2014,Standard Class,São Paulo,Envelopes,0,25.08,2,53.4,2.507
Technology,Buenos Aires,Argentina,FC-143355,Fred Chung,LATAM,11/26/2014,US-2014-FC143355-41969,High,,TEC-PH-3817,"Cisco Speaker Phone, VoIP",South America,Corporate,11/28/2014,Second Class,Buenos Aires,Phones,0.4,-66.528,4,221.712,29.63
Furniture,Mexico City,Mexico,CD-1198082,Carol Darley,LATAM,11/24/2014,MX-2014-CD1198082-41967,High,,FUR-CH-4563,"Harbour Creations Swivel Stool, Red",Central America,Consumer,11/28/2014,Standard Class,Distrito Federal,Chairs,0.2,21.608,2,192.128,14.605
Office Supplies,San Miguelito,Panama,MG-1768098,Maureen Gastineau,LATAM,11/25/2014,US-2014-MG1768098-41968,High,,OFF-LA-6055,"Smead Round Labels, Alphabetical",Central America,Home Office,11/28/2014,Second Class,Panama,Labels,0.4,-3.792,6,16.128,2.681
Furniture,San Miguelito,Panama,MG-1768098,Maureen Gastineau,LATAM,11/25/2014,US-2014-MG1768098-41968,High,,FUR-FU-3957,"Deflect-O Stacking Tray, Erganomic",Central America,Home Office,11/28/2014,Second Class,Panama,Furnishings,0.4,-2.392,1,8.928,1.968
Office Supplies,Pinar del Río,Cuba,DK-1337531,Dennis Kane,LATAM,11/22/2014,MX-2014-DK1337531-41965,Medium,,OFF-BI-6403,"Wilson Jones Index Tab, Durable",Caribbean,Consumer,11/28/2014,Standard Class,Pinar del Río,Binders,0,3.48,3,15.9,1.496
Office Supplies,Quetzaltenango,Guatemala,LS-1723051,Lycoris Saunders,LATAM,11/21/2014,MX-2014-LS1723051-41964,Low,,OFF-EN-3654,"Cameo Business Envelopes, Recycled",Central America,Consumer,11/28/2014,Standard Class,Quezaltenango,Envelopes,0,10.08,2,21,1.391
Office Supplies,Buenos Aires,Argentina,FC-143355,Fred Chung,LATAM,11/26/2014,US-2014-FC143355-41969,High,,OFF-BI-3723,"Cardinal Binder, Recycled",South America,Corporate,11/28/2014,Second Class,Buenos Aires,Binders,0.7,-4.742,1,2.838,1.202
Furniture,Santiago,Chile,NP-1870026,Nora Preis,LATAM,11/23/2014,MX-2014-NP1870026-41966,High,,FUR-BO-5798,"Safco Stackable Bookrack, Pine",South America,Consumer,11/27/2014,Standard Class,Santiago,Bookcases,0,164.32,4,400.88,55.822
Office Supplies,Artemisa,Cuba,BP-1123031,Benjamin Patterson,LATAM,11/22/2014,MX-2014-BP1123031-41965,High,,OFF-BI-3724,"Cardinal Binding Machine, Clear",Caribbean,Consumer,11/27/2014,Standard Class,Artemisa,Binders,0,64.26,7,229.74,23.559
Furniture,Santiago,Chile,NP-1870026,Nora Preis,LATAM,11/23/2014,MX-2014-NP1870026-41966,High,,FUR-CH-4682,"Hon Rocking Chair, Black",South America,Consumer,11/27/2014,Standard Class,Santiago,Chairs,0,82.04,2,170.92,18.093
Technology,Floriano,Brazil,GT-1475518,Guy Thornton,LATAM,11/25/2014,MX-2014-GT1475518-41968,Medium,,TEC-CO-4769,"HP Fax and Copier, Color",South America,Consumer,11/27/2014,First Class,Piauí,Copiers,0.002,43.69512,2,231.97512,16.943
Office Supplies,Artemisa,Cuba,BP-1123031,Benjamin Patterson,LATAM,11/22/2014,MX-2014-BP1123031-41965,High,,OFF-AR-3499,"Binney & Smith Sketch Pad, Blue",Caribbean,Consumer,11/27/2014,Standard Class,Artemisa,Art,0,33.28,4,123.52,14.827
Office Supplies,San Salvador,El Salvador,ER-1385539,Elpida Rittenbach,LATAM,11/23/2014,MX-2014-ER1385539-41966,High,,OFF-AR-3528,"Boston Canvas, Water Color",Central America,Corporate,11/27/2014,Standard Class,San Salvador,Art,0,34.08,2,75.76,7.715
Office Supplies,San Salvador,El Salvador,ER-1385539,Elpida Rittenbach,LATAM,11/23/2014,MX-2014-ER1385539-41966,High,,OFF-BI-3258,"Avery Binding Machine, Recycled",Central America,Corporate,11/27/2014,Standard Class,San Salvador,Binders,0,14.4,2,65.6,4.488
Office Supplies,San Salvador,El Salvador,ER-1385539,Elpida Rittenbach,LATAM,11/23/2014,MX-2014-ER1385539-41966,High,,OFF-LA-3260,"Avery Color Coded Labels, 5000 Label Set",Central America,Corporate,11/27/2014,Standard Class,San Salvador,Labels,0,10.08,3,27.36,2.32
Office Supplies,San Salvador,El Salvador,JR-1621039,Justin Ritter,LATAM,11/23/2014,MX-2014-JR1621039-41966,Medium,,OFF-LA-4658,"Hon File Folder Labels, Adjustable",Central America,Corporate,11/27/2014,Standard Class,San Salvador,Labels,0,1.52,1,4.36,1.394
Technology,San Juan,Argentina,AG-102705,Alejandro Grove,LATAM,11/22/2014,US-2014-AG102705-41965,High,,TEC-CO-3588,"Brother Copy Machine, High-Speed",South America,Consumer,11/26/2014,Standard Class,San Juan,Copiers,0.402,-148.29488,4,418.26512,59.344
Office Supplies,Apopa,El Salvador,WB-2185039,William Brown,LATAM,11/19/2014,MX-2014-WB2185039-41962,Low,,OFF-ST-5700,"Rogers Lockers, Blue",Central America,Consumer,11/26/2014,Standard Class,San Salvador,Storage,0,25.32,6,846.48,54.377
Furniture,Talcahuano,Chile,BT-1130526,Beth Thompson,LATAM,11/21/2014,MX-2014-BT1130526-41964,High,,FUR-BO-3895,"Dania Corner Shelving, Pine",South America,Home Office,11/26/2014,Standard Class,Biobio,Bookcases,0,51.78,3,246.84,37.592
Technology,Talcahuano,Chile,BT-1130526,Beth Thompson,LATAM,11/21/2014,MX-2014-BT1130526-41964,High,,TEC-AC-5896,"SanDisk Router, Programmable",South America,Home Office,11/26/2014,Standard Class,Biobio,Accessories,0,106.56,2,343.8,35.301
Technology,Cárdenas,Cuba,AG-1033031,Alex Grayson,LATAM,11/19/2014,MX-2014-AG1033031-41962,Low,,TEC-CO-3703,"Canon Personal Copier, Color",Caribbean,Consumer,11/26/2014,Standard Class,Matanzas,Copiers,0.002,74.57552,2,191.85552,17.992
Office Supplies,Talcahuano,Chile,BT-1130526,Beth Thompson,LATAM,11/21/2014,MX-2014-BT1130526-41964,High,,OFF-PA-4004,"Eaton Note Cards, Premium",South America,Home Office,11/26/2014,Standard Class,Biobio,Paper,0,9.68,4,74.64,12.817
Office Supplies,Talcahuano,Chile,BT-1130526,Beth Thompson,LATAM,11/21/2014,MX-2014-BT1130526-41964,High,,OFF-EN-3671,"Cameo Manila Envelope, Set of 50",South America,Home Office,11/26/2014,Standard Class,Biobio,Envelopes,0,6.3,5,90,8.714
Technology,Villa Canales,Guatemala,PP-1895551,Paul Prost,LATAM,11/21/2014,MX-2014-PP1895551-41964,Medium,,TEC-PH-5252,"Motorola Headset, Full Size",Central America,Home Office,11/26/2014,Standard Class,Guatemala,Phones,0,40.5,3,162.06,8.195
Office Supplies,San Salvador,El Salvador,CP-1208539,Cathy Prescott,LATAM,11/19/2014,MX-2014-CP1208539-41962,Low,,OFF-ST-4095,"Eldon Shelving, Industrial",Central America,Corporate,11/26/2014,Standard Class,San Salvador,Storage,0,16.28,2,65.2,8.013
Office Supplies,Las Tunas,Cuba,WB-2185031,William Brown,LATAM,11/21/2014,MX-2014-WB2185031-41964,Medium,,OFF-PA-4144,"Enermax Cards & Envelopes, Multicolor",Caribbean,Consumer,11/26/2014,Standard Class,Las Tunas,Paper,0,32.88,6,194.04,3.644
Furniture,Talcahuano,Chile,BT-1130526,Beth Thompson,LATAM,11/21/2014,MX-2014-BT1130526-41964,High,,FUR-FU-3035,"Advantus Frame, Erganomic",South America,Home Office,11/26/2014,Standard Class,Biobio,Furnishings,0,26.32,1,73.16,2.589
Office Supplies,Las Tunas,Cuba,WB-2185031,William Brown,LATAM,11/21/2014,MX-2014-WB2185031-41964,Medium,,OFF-BI-3719,"Cardinal Binder Covers, Recycled",Caribbean,Consumer,11/26/2014,Standard Class,Las Tunas,Binders,0,7.98,7,57.68,2.357
Office Supplies,San Nicolás de los Arroyos,Argentina,BW-111105,Bart Watters,LATAM,11/22/2014,US-2014-BW111105-41965,Medium,,OFF-PA-6609,"Xerox Memo Slips, 8.5 x 11",South America,Corporate,11/26/2014,Standard Class,Provincia de Buenos Aires,Paper,0.4,-4.956,3,21.204,1.887
Office Supplies,San Nicolás de los Arroyos,Argentina,BW-111105,Bart Watters,LATAM,11/22/2014,US-2014-BW111105-41965,Medium,,OFF-SU-4309,"Fiskars Letter Opener, High Speed",South America,Corporate,11/26/2014,Standard Class,Provincia de Buenos Aires,Supplies,0.4,-1.096,2,21.864,1.787
Office Supplies,Vitória da Conquista,Brazil,PG-1882018,Patrick Gardner,LATAM,11/22/2014,MX-2014-PG1882018-41965,High,,OFF-BI-3717,"Cardinal Binder Covers, Durable",South America,Consumer,11/26/2014,Standard Class,Bahia,Binders,0,3.24,2,18,1.687
Office Supplies,San Nicolás de los Arroyos,Argentina,BW-111105,Bart Watters,LATAM,11/22/2014,US-2014-BW111105-41965,Medium,,OFF-ST-6229,"Tenex Box, Industrial",South America,Corporate,11/26/2014,Standard Class,Provincia de Buenos Aires,Storage,0.4,-7.824,3,20.376,1.681
Office Supplies,Talcahuano,Chile,BT-1130526,Beth Thompson,LATAM,11/21/2014,MX-2014-BT1130526-41964,High,,OFF-BI-3737,"Cardinal Index Tab, Clear",South America,Home Office,11/26/2014,Standard Class,Biobio,Binders,0,15.54,7,33.88,1.289
Furniture,Mixco,Guatemala,SJ-2050051,Shirley Jackson,LATAM,11/19/2014,MX-2014-SJ2050051-41962,Low,,FUR-BO-5950,"Sauder Classic Bookcase, Pine",Central America,Consumer,11/25/2014,Standard Class,Guatemala,Bookcases,0,959.14,7,2040.92,221.048
Technology,Pereira,Colombia,PJ-1883528,Patrick Jones,LATAM,11/22/2014,MX-2014-PJ1883528-41965,High,,TEC-PH-5246,"Motorola Audio Dock, Cordless",South America,Corporate,11/25/2014,First Class,Risaralda,Phones,0,59.88,3,352.44,74.96
Furniture,Tegucigalpa,Honduras,KB-1640555,Katrina Bavinger,LATAM,11/21/2014,US-2014-KB1640555-41964,Medium,,FUR-BO-4862,"Ikea Library with Doors, Pine",Central America,Home Office,11/25/2014,Standard Class,Francisco Morazán,Bookcases,0.4,-165.368,2,291.792,23.783
Office Supplies,Mixco,Guatemala,SJ-2050051,Shirley Jackson,LATAM,11/19/2014,MX-2014-SJ2050051-41962,Low,,OFF-BI-4814,"Ibico Binder, Recycled",Central America,Consumer,11/25/2014,Standard Class,Guatemala,Binders,0,20.5,5,52.8,6.564
Office Supplies,Mixco,Guatemala,SJ-2050051,Shirley Jackson,LATAM,11/19/2014,MX-2014-SJ2050051-41962,Low,,OFF-EN-5042,"Kraft Peel and Seal, Security-Tint",Central America,Consumer,11/25/2014,Standard Class,Guatemala,Envelopes,0,10.36,2,30.52,3.675
Technology,Santo Domingo,Dominican Republic,TB-2159536,Troy Blackwell,LATAM,11/21/2014,US-2014-TB2159536-41964,Medium,,TEC-AC-3394,"Belkin Mouse, Programmable",Caribbean,Consumer,11/25/2014,Standard Class,Santo Domingo,Accessories,0.2,-1.704,3,67.536,3.412
Office Supplies,Tegucigalpa,Honduras,KB-1640555,Katrina Bavinger,LATAM,11/21/2014,US-2014-KB1640555-41964,Medium,,OFF-BI-4814,"Ibico Binder, Recycled",Central America,Home Office,11/25/2014,Standard Class,Francisco Morazán,Binders,0.4,-0.620000000,5,31.68,3.24
Office Supplies,Tegucigalpa,Honduras,KB-1640555,Katrina Bavinger,LATAM,11/21/2014,US-2014-KB1640555-41964,Medium,,OFF-EN-5033,"Kraft Mailers, Recycled",Central America,Home Office,11/25/2014,Standard Class,Francisco Morazán,Envelopes,0.4,12.1,5,72.9,2.968
Office Supplies,Santo Domingo,Dominican Republic,SP-2086036,Sung Pak,LATAM,11/21/2014,US-2014-SP2086036-41964,Medium,,OFF-BI-6371,"Wilson Jones 3-Hole Punch, Economy",Caribbean,Corporate,11/25/2014,Standard Class,Santo Domingo,Binders,0.2,-11.196,3,44.784,2.494
Office Supplies,Mixco,Guatemala,SJ-2050051,Shirley Jackson,LATAM,11/19/2014,MX-2014-SJ2050051-41962,Low,,OFF-EN-4436,"GlobeWeis Clasp Envelope, Security-Tint",Central America,Consumer,11/25/2014,Standard Class,Guatemala,Envelopes,0,12,3,24.6,2.299
Office Supplies,Mexico City,Mexico,RD-1990082,Ruben Dartt,LATAM,11/19/2014,MX-2014-RD1990082-41962,Medium,,OFF-BI-3722,"Cardinal Binder, Economy",Central America,Consumer,11/25/2014,Standard Class,Distrito Federal,Binders,0,13.5,3,27.66,2.274
Furniture,Tegucigalpa,Honduras,KB-1640555,Katrina Bavinger,LATAM,11/21/2014,US-2014-KB1640555-41964,Medium,,FUR-FU-5734,"Rubbermaid Light Bulb, Erganomic",Central America,Home Office,11/25/2014,Standard Class,Francisco Morazán,Furnishings,0.4,-2.808,3,20.952,2.007
